customer_id,add_to_cart,purchase,view,view_to_cart_rate,cart_to_purchase_rate
1699,7,2,7,1.00,0.29
1700,2,0,12,0.17,0.00
1701,5,0,5,1.00,0.00
1702,2,0,6,0.33,0.00
1703,5,1,7,0.71,0.20
1704,3,1,6,0.50,0.33
1705,3,1,13,0.23,0.33
1706,8,2,9,0.89,0.25
1707,1,2,10,0.10,2.00
1708,4,0,4,1.00,0.00
1709,2,0,5,0.40,0.00
1710,0,2,8,0.00,0.00
1711,4,0,6,0.67,0.00
1712,7,0,6,1.17,0.00
1713,5,0,4,1.25,0.00
1714,4,1,11,0.36,0.25
1715,3,1,11,0.27,0.33
1716,3,1,6,0.50,0.33
1717,2,1,9,0.22,0.50
1718,2,1,8,0.25,0.50
1719,4,1,7,0.57,0.25
1720,1,0,10,0.10,0.00
1721,3,3,11,0.27,1.00
1722,5,0,9,0.56,0.00
1723,3,1,7,0.43,0.33
1724,2,1,6,0.33,0.50
1725,3,2,4,0.75,0.67
1726,3,3,8,0.38,1.00
1727,1,3,5,0.20,3.00
1728,3,0,10,0.30,0.00
1729,3,2,8,0.38,0.67
1730,6,1,9,0.67,0.17
1731,4,1,8,0.50,0.25
1732,4,0,11,0.36,0.00
1733,3,1,7,0.43,0.33
1734,4,1,5,0.80,0.25
1735,2,1,5,0.40,0.50
1736,6,0,3,2.00,0.00
1737,3,0,9,0.33,0.00
1738,1,0,8,0.12,0.00
1739,3,2,7,0.43,0.67
1740,1,1,7,0.14,1.00
1741,1,1,8,0.12,1.00
1742,6,1,7,0.86,0.17
1743,2,1,5,0.40,0.50
1744,5,0,10,0.50,0.00
1745,1,2,16,0.06,2.00
1746,2,0,10,0.20,0.00
1747,3,4,11,0.27,1.33
1748,1,0,11,0.09,0.00
1749,1,3,9,0.11,3.00
1750,2,0,9,0.22,0.00
1751,3,2,7,0.43,0.67
1752,3,0,4,0.75,0.00
1753,2,3,11,0.18,1.50
1754,1,3,8,0.12,3.00
1755,2,0,8,0.25,0.00
1756,3,0,4,0.75,0.00
1757,2,1,8,0.25,0.50
1758,2,2,11,0.18,1.00
1759,2,1,10,0.20,0.50
1760,3,0,9,0.33,0.00
1761,3,2,8,0.38,0.67
1762,4,3,5,0.80,0.75
1763,3,1,5,0.60,0.33
1764,5,0,7,0.71,0.00
1765,4,0,4,1.00,0.00
1766,3,0,8,0.38,0.00
1767,4,0,9,0.44,0.00
1768,1,2,6,0.17,2.00
1769,4,1,4,1.00,0.25
1770,2,3,6,0.33,1.50
1771,3,1,5,0.60,0.33
1772,2,0,10,0.20,0.00
1773,4,0,6,0.67,0.00
1774,5,1,6,0.83,0.20
1775,2,0,3,0.67,0.00
1776,4,0,8,0.50,0.00
1777,7,1,6,1.17,0.14
1778,6,0,11,0.55,0.00
1779,3,2,8,0.38,0.67
1780,5,1,5,1.00,0.20
1781,4,1,5,0.80,0.25
1782,1,0,8,0.12,0.00
1783,5,1,7,0.71,0.20
1784,2,3,8,0.25,1.50
1785,5,2,10,0.50,0.40
1786,3,1,8,0.38,0.33
1787,3,1,4,0.75,0.33
1788,7,2,7,1.00,0.29
1789,2,1,4,0.50,0.50
1790,0,0,6,0.00,0.00
1791,6,1,5,1.20,0.17
1792,4,5,11,0.36,1.25
1793,6,0,11,0.55,0.00
1794,5,1,3,1.67,0.20
1795,5,0,6,0.83,0.00
1796,3,4,9,0.33,1.33
1797,4,4,11,0.36,1.00
1798,2,1,5,0.40,0.50
1799,3,1,8,0.38,0.33
1800,6,0,3,2.00,0.00
1801,5,0,5,1.00,0.00
1802,6,3,4,1.50,0.50
1803,3,3,10,0.30,1.00
1804,4,1,10,0.40,0.25
1805,2,0,14,0.14,0.00
1806,1,0,9,0.11,0.00
1807,7,1,6,1.17,0.14
1808,1,0,7,0.14,0.00
1809,2,1,12,0.17,0.50
1810,3,0,1,3.00,0.00
1811,4,1,6,0.67,0.25
1812,3,0,8,0.38,0.00
1813,3,1,9,0.33,0.33
1814,3,1,4,0.75,0.33
1815,5,1,6,0.83,0.20
1816,3,0,7,0.43,0.00
1817,5,1,6,0.83,0.20
1818,3,3,3,1.00,1.00
1819,2,1,7,0.29,0.50
1820,1,1,10,0.10,1.00
1821,5,3,7,0.71,0.60
1822,3,1,7,0.43,0.33
1823,7,2,6,1.17,0.29
1824,8,1,7,1.14,0.12
1825,4,2,6,0.67,0.50
1826,6,0,5,1.20,0.00
1827,1,1,5,0.20,1.00
1828,5,2,6,0.83,0.40
1829,3,1,6,0.50,0.33
1830,5,0,5,1.00,0.00
1831,3,1,5,0.60,0.33
1832,6,3,6,1.00,0.50
1833,4,0,3,1.33,0.00
1834,3,1,6,0.50,0.33
1835,3,1,7,0.43,0.33
1836,3,2,5,0.60,0.67
1837,4,0,11,0.36,0.00
1838,4,1,7,0.57,0.25
1839,4,1,6,0.67,0.25
1840,3,1,5,0.60,0.33
1841,4,2,4,1.00,0.50
1842,3,2,9,0.33,0.67
1843,3,1,9,0.33,0.33
1844,2,1,11,0.18,0.50
1845,6,4,7,0.86,0.67
1846,2,0,4,0.50,0.00
1847,6,1,7,0.86,0.17
1848,5,2,8,0.62,0.40
1849,2,2,7,0.29,1.00
1850,3,1,10,0.30,0.33
1851,3,2,7,0.43,0.67
1852,8,4,5,1.60,0.50
1853,2,0,4,0.50,0.00
1854,1,2,10,0.10,2.00
1855,5,1,7,0.71,0.20
1856,2,0,8,0.25,0.00
1857,1,0,7,0.14,0.00
1858,4,1,9,0.44,0.25
1859,6,1,3,2.00,0.17
1860,4,0,9,0.44,0.00
1861,3,0,6,0.50,0.00
1862,6,1,7,0.86,0.17
1863,8,0,3,2.67,0.00
1864,2,1,10,0.20,0.50
1865,2,3,6,0.33,1.50
1866,2,2,5,0.40,1.00
1867,2,1,12,0.17,0.50
1868,2,0,7,0.29,0.00
1869,2,0,6,0.33,0.00
1870,0,0,5,0.00,0.00
1871,4,2,7,0.57,0.50
1872,6,1,9,0.67,0.17
1873,2,1,6,0.33,0.50
1874,1,0,8,0.12,0.00
1875,2,4,8,0.25,2.00
1876,10,3,7,1.43,0.30
1877,3,3,4,0.75,1.00
1878,7,2,7,1.00,0.29
1879,5,1,5,1.00,0.20
1880,5,3,5,1.00,0.60
1881,4,1,3,1.33,0.25
1882,3,0,4,0.75,0.00
1883,3,1,8,0.38,0.33
1884,1,2,8,0.12,2.00
1885,4,1,6,0.67,0.25
1886,7,2,13,0.54,0.29
1887,2,3,7,0.29,1.50
1888,2,2,6,0.33,1.00
1889,4,0,2,2.00,0.00
1890,3,1,8,0.38,0.33
1891,4,0,5,0.80,0.00
1892,1,3,4,0.25,3.00
1893,2,2,6,0.33,1.00
1894,4,2,8,0.50,0.50
1895,1,4,6,0.17,4.00
1896,4,0,11,0.36,0.00
1897,3,0,12,0.25,0.00
1898,3,0,4,0.75,0.00
1899,6,2,5,1.20,0.33
1900,4,2,4,1.00,0.50
1901,4,0,9,0.44,0.00
1902,5,0,6,0.83,0.00
1903,2,1,10,0.20,0.50
1904,2,0,7,0.29,0.00
1905,2,1,2,1.00,0.50
1906,4,0,4,1.00,0.00
1907,4,0,9,0.44,0.00
1908,2,0,6,0.33,0.00
1909,8,1,3,2.67,0.12
1910,9,2,12,0.75,0.22
1911,1,1,6,0.17,1.00
1912,4,0,5,0.80,0.00
1913,4,1,8,0.50,0.25
1914,6,4,6,1.00,0.67
1915,4,0,9,0.44,0.00
1916,5,0,5,1.00,0.00
1917,4,0,6,0.67,0.00
1918,6,0,5,1.20,0.00
1919,6,0,7,0.86,0.00
1920,1,2,6,0.17,2.00
1921,6,1,1,6.00,0.17
1922,2,0,5,0.40,0.00
1923,2,1,3,0.67,0.50
1924,4,1,7,0.57,0.25
1925,3,3,7,0.43,1.00
1926,3,1,1,3.00,0.33
1927,3,2,7,0.43,0.67
1928,4,2,9,0.44,0.50
1929,1,2,4,0.25,2.00
1930,2,0,15,0.13,0.00
1931,1,1,11,0.09,1.00
1932,3,1,8,0.38,0.33
1933,7,0,4,1.75,0.00
1934,1,0,7,0.14,0.00
1935,1,0,8,0.12,0.00
1936,8,1,8,1.00,0.12
1937,3,3,8,0.38,1.00
1938,4,1,4,1.00,0.25
1939,5,1,6,0.83,0.20
1940,4,2,7,0.57,0.50
1941,4,1,8,0.50,0.25
1942,4,2,10,0.40,0.50
1943,4,0,5,0.80,0.00
1944,2,1,8,0.25,0.50
1945,8,2,10,0.80,0.25
1946,3,0,17,0.18,0.00
1947,6,4,12,0.50,0.67
1948,3,0,7,0.43,0.00
1949,5,2,8,0.62,0.40
1950,6,1,5,1.20,0.17
1951,4,3,9,0.44,0.75
1952,6,3,11,0.55,0.50
1953,3,2,5,0.60,0.67
1954,0,1,9,0.00,0.00
1955,4,1,12,0.33,0.25
1956,4,0,6,0.67,0.00
1957,0,2,5,0.00,0.00
1958,6,1,10,0.60,0.17
1959,7,3,6,1.17,0.43
1960,5,2,6,0.83,0.40
1961,1,1,8,0.12,1.00
1962,3,2,12,0.25,0.67
1963,2,2,7,0.29,1.00
1964,5,0,6,0.83,0.00
1965,6,2,6,1.00,0.33
1966,1,2,7,0.14,2.00
1967,5,0,6,0.83,0.00
1968,3,0,7,0.43,0.00
1969,3,2,7,0.43,0.67
1970,6,1,7,0.86,0.17
1971,5,1,6,0.83,0.20
1972,2,4,8,0.25,2.00
1973,4,1,6,0.67,0.25
1974,2,2,12,0.17,1.00
1975,1,3,1,1.00,3.00
1976,3,1,8,0.38,0.33
1977,5,0,8,0.62,0.00
1978,1,1,3,0.33,1.00
1979,4,2,8,0.50,0.50
1980,1,1,8,0.12,1.00
1981,2,2,8,0.25,1.00
1982,3,0,9,0.33,0.00
1983,2,3,10,0.20,1.50
1984,6,1,9,0.67,0.17
1985,5,1,5,1.00,0.20
1986,7,0,8,0.88,0.00
1987,3,1,5,0.60,0.33
1988,4,0,9,0.44,0.00
1989,3,1,3,1.00,0.33
1990,2,1,8,0.25,0.50
1991,4,1,4,1.00,0.25
1992,6,2,7,0.86,0.33
1993,4,3,2,2.00,0.75
1994,1,1,8,0.12,1.00
1995,5,1,8,0.62,0.20
1996,2,1,8,0.25,0.50
1997,6,2,5,1.20,0.33
1998,1,1,7,0.14,1.00
1999,4,0,6,0.67,0.00
2000,8,2,5,1.60,0.25
2001,3,1,6,0.50,0.33
2002,1,1,6,0.17,1.00
2003,4,1,6,0.67,0.25
2004,2,1,16,0.12,0.50
2005,2,0,9,0.22,0.00
2006,3,0,7,0.43,0.00
2007,3,2,5,0.60,0.67
2008,3,2,7,0.43,0.67
2009,5,1,7,0.71,0.20
2010,3,0,3,1.00,0.00
2011,2,4,8,0.25,2.00
2012,3,1,7,0.43,0.33
2013,2,1,14,0.14,0.50
2014,3,2,10,0.30,0.67
2015,2,2,6,0.33,1.00
2016,3,3,2,1.50,1.00
2017,4,0,9,0.44,0.00
2018,2,0,11,0.18,0.00
2019,5,2,7,0.71,0.40
2020,1,2,5,0.20,2.00
2021,8,2,7,1.14,0.25
2022,4,0,8,0.50,0.00
2023,3,3,7,0.43,1.00
2024,4,2,5,0.80,0.50
2025,5,0,9,0.56,0.00
2026,3,0,6,0.50,0.00
2027,1,1,3,0.33,1.00
2028,2,1,0,0.00,0.50
2029,4,1,8,0.50,0.25
2030,3,2,11,0.27,0.67
2031,6,0,7,0.86,0.00
2032,2,1,8,0.25,0.50
2033,3,0,4,0.75,0.00
2034,2,1,8,0.25,0.50
2035,3,1,7,0.43,0.33
2036,5,0,10,0.50,0.00
2037,3,2,5,0.60,0.67
2038,8,3,9,0.89,0.38
2039,5,2,7,0.71,0.40
2040,1,4,7,0.14,4.00
2041,5,0,7,0.71,0.00
2042,2,1,7,0.29,0.50
2043,7,0,7,1.00,0.00
2044,4,1,4,1.00,0.25
2045,4,1,4,1.00,0.25
2046,4,1,6,0.67,0.25
2047,3,2,6,0.50,0.67
2048,1,2,6,0.17,2.00
2049,4,1,9,0.44,0.25
2050,3,1,3,1.00,0.33
2051,4,1,9,0.44,0.25
2052,4,1,11,0.36,0.25
2053,7,0,5,1.40,0.00
2054,4,2,4,1.00,0.50
2055,1,1,13,0.08,1.00
2056,5,3,8,0.62,0.60
2057,5,1,12,0.42,0.20
2058,4,1,3,1.33,0.25
2059,5,0,7,0.71,0.00
2060,1,1,5,0.20,1.00
2061,4,3,8,0.50,0.75
2062,1,0,5,0.20,0.00
2063,1,2,3,0.33,2.00
2064,3,0,12,0.25,0.00
2065,4,1,5,0.80,0.25
2066,2,1,9,0.22,0.50
2067,1,1,6,0.17,1.00
2068,4,0,11,0.36,0.00
2069,4,1,10,0.40,0.25
2070,9,1,7,1.29,0.11
2071,2,0,10,0.20,0.00
2072,4,1,6,0.67,0.25
2073,6,1,7,0.86,0.17
2074,7,1,7,1.00,0.14
2075,7,1,4,1.75,0.14
2076,4,0,5,0.80,0.00
2077,3,0,9,0.33,0.00
2078,4,1,9,0.44,0.25
2079,1,1,5,0.20,1.00
2080,6,1,11,0.55,0.17
2081,5,0,14,0.36,0.00
2082,2,1,11,0.18,0.50
2083,2,2,6,0.33,1.00
2084,2,1,8,0.25,0.50
2085,2,2,6,0.33,1.00
2086,2,2,7,0.29,1.00
2087,4,0,7,0.57,0.00
2088,3,3,10,0.30,1.00
2089,5,1,11,0.45,0.20
2090,5,2,5,1.00,0.40
2091,6,3,5,1.20,0.50
2092,1,0,7,0.14,0.00
2093,7,1,5,1.40,0.14
2094,3,1,5,0.60,0.33
2095,7,1,9,0.78,0.14
2096,3,0,8,0.38,0.00
2097,3,0,8,0.38,0.00
2098,3,3,7,0.43,1.00
2099,2,1,5,0.40,0.50
2100,3,1,6,0.50,0.33
2101,2,0,4,0.50,0.00
2102,5,0,9,0.56,0.00
2103,3,3,7,0.43,1.00
2104,3,0,15,0.20,0.00
2105,3,1,6,0.50,0.33
2106,5,2,5,1.00,0.40
2107,3,0,2,1.50,0.00
2108,5,2,11,0.45,0.40
2109,6,1,8,0.75,0.17
2110,6,0,12,0.50,0.00
2111,4,3,11,0.36,0.75
2112,6,0,2,3.00,0.00
2113,4,2,7,0.57,0.50
2114,5,1,9,0.56,0.20
2115,4,1,6,0.67,0.25
2116,4,1,8,0.50,0.25
2117,1,3,5,0.20,3.00
2118,3,0,8,0.38,0.00
2119,2,1,7,0.29,0.50
2120,5,1,8,0.62,0.20
2121,7,2,9,0.78,0.29
2122,3,1,5,0.60,0.33
2123,7,4,11,0.64,0.57
2124,4,1,10,0.40,0.25
2125,5,0,5,1.00,0.00
2126,0,0,5,0.00,0.00
2127,3,0,10,0.30,0.00
2128,3,1,6,0.50,0.33
2129,1,1,6,0.17,1.00
2130,2,1,9,0.22,0.50
2131,1,1,6,0.17,1.00
2132,2,0,8,0.25,0.00
2133,1,2,7,0.14,2.00
2134,2,0,9,0.22,0.00
2135,3,1,6,0.50,0.33
2136,3,0,11,0.27,0.00
2137,4,1,5,0.80,0.25
2138,5,2,8,0.62,0.40
2139,3,0,5,0.60,0.00
2140,2,3,7,0.29,1.50
2141,4,1,5,0.80,0.25
2142,5,0,7,0.71,0.00
2143,3,2,4,0.75,0.67
2144,5,1,8,0.62,0.20
2145,5,2,3,1.67,0.40
2146,6,0,9,0.67,0.00
2147,2,1,8,0.25,0.50
2148,5,3,11,0.45,0.60
2149,4,0,7,0.57,0.00
2150,3,3,10,0.30,1.00
2151,5,1,11,0.45,0.20
2152,3,2,8,0.38,0.67
2153,2,0,8,0.25,0.00
2154,0,1,10,0.00,0.00
2155,3,3,10,0.30,1.00
2156,0,1,8,0.00,0.00
2157,3,2,10,0.30,0.67
2158,3,0,9,0.33,0.00
2159,3,2,4,0.75,0.67
2160,2,1,6,0.33,0.50
2161,7,2,15,0.47,0.29
2162,5,3,5,1.00,0.60
2163,1,4,7,0.14,4.00
2164,2,3,5,0.40,1.50
2165,7,1,6,1.17,0.14
2166,6,5,6,1.00,0.83
2167,1,0,7,0.14,0.00
2168,7,2,7,1.00,0.29
2169,2,1,7,0.29,0.50
2170,3,1,7,0.43,0.33
2171,4,1,6,0.67,0.25
2172,3,1,6,0.50,0.33
2173,2,0,6,0.33,0.00
2174,6,2,17,0.35,0.33
2175,4,1,3,1.33,0.25
2176,3,6,5,0.60,2.00
2177,3,0,5,0.60,0.00
2178,1,0,5,0.20,0.00
2179,3,0,8,0.38,0.00
2180,0,0,2,0.00,0.00
2181,3,1,11,0.27,0.33
2182,3,0,13,0.23,0.00
2183,1,0,5,0.20,0.00
2184,1,3,6,0.17,3.00
2185,3,1,7,0.43,0.33
2186,2,0,6,0.33,0.00
2187,5,0,5,1.00,0.00
2188,6,1,4,1.50,0.17
2189,3,0,8,0.38,0.00
2190,5,1,8,0.62,0.20
2191,4,0,6,0.67,0.00
2192,4,2,7,0.57,0.50
2193,6,1,7,0.86,0.17
2194,3,1,8,0.38,0.33
2195,10,4,5,2.00,0.40
2196,9,0,8,1.12,0.00
2197,2,0,9,0.22,0.00
2198,2,0,8,0.25,0.00
2199,5,3,6,0.83,0.60
2200,4,1,4,1.00,0.25
2201,5,0,7,0.71,0.00
2202,4,1,7,0.57,0.25
2203,4,1,7,0.57,0.25
2204,4,0,8,0.50,0.00
2205,0,1,10,0.00,0.00
2206,4,0,10,0.40,0.00
2207,1,1,10,0.10,1.00
2208,2,1,5,0.40,0.50
2209,4,2,6,0.67,0.50
2210,2,1,7,0.29,0.50
2211,3,1,4,0.75,0.33
2212,3,0,7,0.43,0.00
2213,5,2,7,0.71,0.40
2214,1,2,5,0.20,2.00
2215,2,2,7,0.29,1.00
2216,6,0,8,0.75,0.00
2217,6,1,4,1.50,0.17
2218,3,0,8,0.38,0.00
2219,2,1,8,0.25,0.50
2220,6,0,8,0.75,0.00
2221,4,1,7,0.57,0.25
2222,3,0,5,0.60,0.00
2223,2,1,6,0.33,0.50
2224,1,0,7,0.14,0.00
2225,2,1,6,0.33,0.50
2226,0,0,6,0.00,0.00
2227,4,0,5,0.80,0.00
2228,6,0,6,1.00,0.00
2229,1,0,5,0.20,0.00
2230,2,0,10,0.20,0.00
2231,4,2,8,0.50,0.50
2232,5,3,7,0.71,0.60
2233,3,1,5,0.60,0.33
2234,1,1,5,0.20,1.00
2235,2,2,3,0.67,1.00
2236,2,0,9,0.22,0.00
2237,2,1,9,0.22,0.50
2238,8,1,5,1.60,0.12
2239,0,3,10,0.00,0.00
2240,5,0,7,0.71,0.00
2241,3,0,10,0.30,0.00
2242,1,1,6,0.17,1.00
2243,4,1,8,0.50,0.25
2244,4,3,6,0.67,0.75
2245,3,1,6,0.50,0.33
2246,2,2,5,0.40,1.00
2247,3,0,8,0.38,0.00
2248,3,1,10,0.30,0.33
2249,2,1,7,0.29,0.50
2250,3,1,11,0.27,0.33
2251,4,2,11,0.36,0.50
2252,1,0,6,0.17,0.00
2253,2,1,6,0.33,0.50
2254,4,1,13,0.31,0.25
2255,4,0,7,0.57,0.00
2256,2,1,5,0.40,0.50
2257,5,1,8,0.62,0.20
2258,2,2,8,0.25,1.00
2259,2,1,7,0.29,0.50
2260,1,1,7,0.14,1.00
2261,5,1,7,0.71,0.20
2262,1,0,10,0.10,0.00
2263,2,2,6,0.33,1.00
2264,2,1,4,0.50,0.50
2265,3,2,8,0.38,0.67
2266,4,0,4,1.00,0.00
2267,8,2,3,2.67,0.25
2268,3,2,11,0.27,0.67
2269,3,3,10,0.30,1.00
2270,6,0,8,0.75,0.00
2271,6,1,12,0.50,0.17
2272,7,2,9,0.78,0.29
2273,3,0,4,0.75,0.00
2274,4,2,4,1.00,0.50
2275,1,2,4,0.25,2.00
2276,3,4,8,0.38,1.33
2277,4,0,4,1.00,0.00
2278,1,1,7,0.14,1.00
2279,2,4,4,0.50,2.00
2280,4,1,5,0.80,0.25
2281,4,1,5,0.80,0.25
2282,5,3,8,0.62,0.60
2283,2,1,8,0.25,0.50
2284,2,0,4,0.50,0.00
2285,6,1,8,0.75,0.17
2286,3,1,6,0.50,0.33
2287,3,0,12,0.25,0.00
2288,3,1,5,0.60,0.33
2289,3,1,8,0.38,0.33
2290,3,0,11,0.27,0.00
2291,1,0,9,0.11,0.00
2292,6,2,8,0.75,0.33
2293,6,1,7,0.86,0.17
2294,6,0,8,0.75,0.00
2295,2,1,4,0.50,0.50
2296,2,2,10,0.20,1.00
2297,2,0,15,0.13,0.00
2298,5,1,5,1.00,0.20
2299,1,1,10,0.10,1.00
2300,1,5,5,0.20,5.00
2301,9,1,10,0.90,0.11
2302,3,3,8,0.38,1.00
2303,7,1,8,0.88,0.14
2304,4,1,9,0.44,0.25
2305,1,0,7,0.14,0.00
2306,2,1,5,0.40,0.50
2307,6,2,6,1.00,0.33
2308,7,0,8,0.88,0.00
2309,3,1,3,1.00,0.33
2310,4,1,8,0.50,0.25
2311,1,2,5,0.20,2.00
2312,3,1,8,0.38,0.33
2313,2,0,5,0.40,0.00
2314,6,3,9,0.67,0.50
2315,4,2,5,0.80,0.50
2316,5,1,5,1.00,0.20
2317,2,1,3,0.67,0.50
2318,7,0,11,0.64,0.00
2319,5,1,9,0.56,0.20
2320,6,0,10,0.60,0.00
2321,5,2,9,0.56,0.40
2322,4,1,3,1.33,0.25
2323,3,0,10,0.30,0.00
2324,1,1,10,0.10,1.00
2325,4,1,10,0.40,0.25
2326,3,2,3,1.00,0.67
2327,2,0,7,0.29,0.00
2328,8,2,8,1.00,0.25
2329,6,2,3,2.00,0.33
2330,2,1,11,0.18,0.50
2331,3,1,7,0.43,0.33
2332,3,2,5,0.60,0.67
2333,7,1,6,1.17,0.14
2334,4,0,11,0.36,0.00
2335,2,1,6,0.33,0.50
2336,4,2,15,0.27,0.50
2337,4,3,4,1.00,0.75
2338,3,4,10,0.30,1.33
2339,7,1,7,1.00,0.14
2340,5,1,10,0.50,0.20
2341,3,4,3,1.00,1.33
2342,5,0,9,0.56,0.00
2343,7,0,8,0.88,0.00
2344,2,2,6,0.33,1.00
2345,4,1,5,0.80,0.25
2346,2,0,7,0.29,0.00
2347,4,3,10,0.40,0.75
2348,3,0,8,0.38,0.00
2349,3,2,10,0.30,0.67
2350,2,2,4,0.50,1.00
2351,4,1,6,0.67,0.25
2352,1,0,7,0.14,0.00
2353,5,2,7,0.71,0.40
2354,4,2,8,0.50,0.50
2355,5,2,12,0.42,0.40
2356,7,0,7,1.00,0.00
2357,5,0,10,0.50,0.00
2358,6,0,4,1.50,0.00
2359,0,0,5,0.00,0.00
2360,8,0,4,2.00,0.00
2361,5,1,11,0.45,0.20
2362,1,3,14,0.07,3.00
2363,4,5,8,0.50,1.25
2364,1,0,8,0.12,0.00
2365,2,1,8,0.25,0.50
2366,5,2,5,1.00,0.40
2367,0,4,8,0.00,0.00
2368,3,2,7,0.43,0.67
2369,3,0,8,0.38,0.00
2370,1,1,7,0.14,1.00
2371,3,2,8,0.38,0.67
2372,2,1,8,0.25,0.50
2373,1,1,4,0.25,1.00
2374,1,2,9,0.11,2.00
2375,3,0,5,0.60,0.00
2376,4,3,10,0.40,0.75
2377,6,1,4,1.50,0.17
2378,1,1,8,0.12,1.00
2379,2,1,4,0.50,0.50
2380,3,0,8,0.38,0.00
2381,2,1,9,0.22,0.50
2382,3,2,8,0.38,0.67
2383,1,2,3,0.33,2.00
2384,7,4,9,0.78,0.57
2385,4,0,7,0.57,0.00
2386,3,2,12,0.25,0.67
2387,1,0,9,0.11,0.00
2388,8,3,1,8.00,0.38
2389,6,1,6,1.00,0.17
2390,2,0,7,0.29,0.00
2391,6,1,5,1.20,0.17
2392,4,0,6,0.67,0.00
2393,3,2,7,0.43,0.67
2394,2,0,6,0.33,0.00
2395,6,1,7,0.86,0.17
2396,1,1,9,0.11,1.00
2397,4,0,5,0.80,0.00
2398,6,1,8,0.75,0.17
2399,4,3,2,2.00,0.75
2400,6,0,11,0.55,0.00
2401,2,1,9,0.22,0.50
2402,3,4,7,0.43,1.33
2403,3,0,5,0.60,0.00
2404,2,3,10,0.20,1.50
2405,4,0,4,1.00,0.00
2406,2,0,6,0.33,0.00
2407,3,0,11,0.27,0.00
2408,2,2,4,0.50,1.00
2409,4,2,7,0.57,0.50
2410,6,0,1,6.00,0.00
2411,5,1,5,1.00,0.20
2412,3,0,7,0.43,0.00
2413,3,1,5,0.60,0.33
2414,3,2,8,0.38,0.67
2415,4,1,5,0.80,0.25
2416,4,4,8,0.50,1.00
2417,6,0,3,2.00,0.00
2418,4,2,10,0.40,0.50
2419,4,1,13,0.31,0.25
2420,7,0,7,1.00,0.00
2421,3,2,6,0.50,0.67
2422,5,2,12,0.42,0.40
2423,6,1,11,0.55,0.17
2424,3,1,7,0.43,0.33
2425,5,0,3,1.67,0.00
2426,1,2,1,1.00,2.00
2427,3,2,6,0.50,0.67
2428,6,2,6,1.00,0.33
2429,3,0,7,0.43,0.00
2430,3,0,9,0.33,0.00
2431,2,0,8,0.25,0.00
2432,4,0,9,0.44,0.00
2433,8,2,5,1.60,0.25
2434,3,1,10,0.30,0.33
2435,3,3,7,0.43,1.00
2436,5,2,4,1.25,0.40
2437,1,3,11,0.09,3.00
2438,4,0,7,0.57,0.00
2439,2,1,3,0.67,0.50
2440,1,0,4,0.25,0.00
2441,3,0,5,0.60,0.00
2442,4,1,6,0.67,0.25
2443,4,1,12,0.33,0.25
2444,4,0,9,0.44,0.00
2445,3,2,9,0.33,0.67
2446,4,1,13,0.31,0.25
2447,6,3,5,1.20,0.50
2448,5,2,7,0.71,0.40
2449,4,0,7,0.57,0.00
2450,1,1,6,0.17,1.00
2451,5,2,5,1.00,0.40
2452,5,0,5,1.00,0.00
2453,4,0,6,0.67,0.00
2454,1,1,3,0.33,1.00
2455,4,1,7,0.57,0.25
2456,8,1,6,1.33,0.12
2457,5,4,10,0.50,0.80
2458,3,0,4,0.75,0.00
2459,3,2,4,0.75,0.67
2460,9,1,5,1.80,0.11
2461,4,0,16,0.25,0.00
2462,4,1,8,0.50,0.25
2463,4,1,8,0.50,0.25
2464,5,3,11,0.45,0.60
2465,7,1,7,1.00,0.14
2466,2,2,11,0.18,1.00
2467,3,2,3,1.00,0.67
2468,4,2,7,0.57,0.50
2469,1,0,8,0.12,0.00
2470,3,0,3,1.00,0.00
2471,3,1,8,0.38,0.33
2472,2,3,8,0.25,1.50
2473,7,0,7,1.00,0.00
2474,6,0,9,0.67,0.00
2475,7,4,7,1.00,0.57
2476,4,2,4,1.00,0.50
2477,1,5,6,0.17,5.00
2478,5,2,2,2.50,0.40
2479,5,1,5,1.00,0.20
2480,2,1,6,0.33,0.50
2481,3,0,7,0.43,0.00
2482,4,2,8,0.50,0.50
2483,7,1,9,0.78,0.14
2484,6,0,10,0.60,0.00
2485,6,2,6,1.00,0.33
2486,3,3,7,0.43,1.00
2487,3,0,6,0.50,0.00
2488,6,0,7,0.86,0.00
2489,1,2,13,0.08,2.00
2490,3,1,14,0.21,0.33
2491,1,1,6,0.17,1.00
2492,5,5,10,0.50,1.00
2493,7,0,6,1.17,0.00
2494,6,1,8,0.75,0.17
2495,3,0,7,0.43,0.00
2496,4,1,10,0.40,0.25
2497,5,1,6,0.83,0.20
2498,3,2,10,0.30,0.67
2499,3,0,7,0.43,0.00
2500,2,1,3,0.67,0.50
2501,7,1,9,0.78,0.14
2502,2,2,1,2.00,1.00
2503,5,1,6,0.83,0.20
2504,5,1,7,0.71,0.20
2505,2,0,10,0.20,0.00
2506,7,2,7,1.00,0.29
2507,3,1,5,0.60,0.33
2508,3,2,4,0.75,0.67
2509,6,2,3,2.00,0.33
2510,4,1,11,0.36,0.25
2511,3,1,9,0.33,0.33
2512,7,3,10,0.70,0.43
2513,4,1,5,0.80,0.25
2514,1,3,13,0.08,3.00
2515,2,1,7,0.29,0.50
2516,4,0,4,1.00,0.00
2517,4,1,8,0.50,0.25
2518,1,1,9,0.11,1.00
2519,3,1,9,0.33,0.33
